user_id,value
WFUV6FJKZC,10
INZ7JNZ31K,13
X4WC5AK3TQ,12
UQGBQPS2EI,11
4UUT3RQEDA,15
6VCK8R1NKY,11
MR82OXMHX3,6
T9GGQW7YMR,11
WFNJ3MMBCZ,11
M8NFO5IKKA,9
5JV8TEU2UY,10
I142VDVCKH,11
TK27Y1XVOQ,10
512B16M4GK,10
QLOMXZ25RL,8
1WFGO7X2TX,11
TNN5TFBJNV,14
3D46XPONV0,10
IR97LI1IQH,10
3L5001SL2R,13
XQS2AGQRDH,11
9BA41SCE67,14
TIF9UMV695,11
ME7MMYGGC2,14
TEDJ8BIRKU,12
9ZX20L750E,9
OWGDDB4H8K,11
9BMA14NEEM,14
OW7YHJ8FA1,11
GSVFRIZN9C,11
PHIFYM9F12,13
O7RBLN3CHQ,11
UWB32MWI6Q,9
TUCI97WB5W,11
0R3FVIPYWG,14
Q6FZUEELL3,13
BX7323ZI05,7
1M41GRM4LG,10
FO1ADMYRGL,10
IPQZPGA31D,11
N1GLVLLAWH,11
OSSP8U2WL4,11
QZ635CZNPY,12
S0OB8M7ZHC,14
TZUAG37Y6R,11
39NKNAGOMK,12
6XUTIP2QOF,10
UODZ1VQRC1,13
NT26ASVOAL,13
ZPUNNUQEPE,12
CJGU46X6Q1,14
ISXHILK53D,11
GZ3LSJCWRL,10
DPJ4THCOMG,13
T0C5XRJ4J2,11
WLB05BT7TS,13
QO89PQK0KH,12
ITG75YT4K4,11
TAM9L9UJT1,10
9TP4O1PFV9,8
5F5C0DCGO9,13
ELJ61NRO58,12
B71N5EX35C,12
B92FQW5YRX,13
W9BYLVGMOC,8
ECQ2AGDLYO,15
UXFYGO0R6Z,10
IN7R28MWF6,9
BD4V066FIE,11
IAQ2K1NHNU,12
ME8IOXUIY3,11
XY67PII5BP,14
015IXQHJNZ,13
JVGS7PATPS,15
AF1TU1J7JC,13
QSQ0W8QCDT,10
G7DZA0GW49,12
MML8XA1H4K,15
2ZJO60SY4B,12
38UPU033WY,13
X1Y7JCZQCT,13
9D3BDICBO0,13
AZ9AE60L9X,12
0CHSM7UA5S,11
3WDDA0KNBD,11
H99Z0NTSPW,15
GB3IIKX87Q,11
3WQOHC7AV2,12
RL8S491TYC,9
5RLFNTASV1,13
C46W9Q54YK,11
P39O2OPPWD,9
9ND3R3DEGW,10
GWLEF8CGYX,9
YCU0WS2AQZ,12
167E1EFOWP,12
3SN81FP8NB,8
UA2IE5ZMUJ,12
67FVWPUAXY,9
S5PEL4ZT82,12
2056DUJ7EI,10
H3SH86Y16R,12
P0TWR3TLVJ,11
3JL6AGFT23,12
0MX5Y0KMEE,12
I76OZN8TMA,13
45X4F2X6C4,14
DJV13C7Y9F,10
GAF4AXAIKC,9
PDD6BK9JCM,7
AGKKKRUN9S,13
O111NWXEYY,12
JSRBH8Q7Q5,12
115XHX9E2L,11
JK2C8WA42Y,11
CL106ZZKCU,12
QQI56D1AVM,13
IL89UWDTSE,10
HJRY3R71J4,11
KVN7CJXU4P,11
ME73JAAHBM,15
BPDWRHFZEE,14
G03H8VBK6M,11
S8ZR4KRW81,10
Q1Q0LB327W,8
EQR1TDUFVH,11
2078JYPVXZ,13
NBHROUZT83,10
30MN9RVEF6,11
HL7XGWEDCO,13
BZR4RJFVQX,13
QAYWO02EOC,12
BDN1KQA8QD,11
2ZZD2RIM63,9
V7PJ9B4A1X,13
GLPIKZPT6P,8
WFDMYZJ63B,15
ZRUXMVZKF1,10
8ZGGFBE7VM,12
SZJLLJCEPM,12
7PAK5G1CKR,11
73AKJSNJHS,15
4VPRH0NDQZ,11
87C538QNJ9,12
I2S464I3ZE,12
LP1S3UL7TQ,11
O25J7EUBGQ,14
UOKAQ6G2X1,11
ZDDLSOJ6NL,15
ISE0RRSE3Y,9
BDDAECBB14,12
W0NLYLF6PU,14
NRWV7Q5PW6,9
ZOC6BVY9ML,9
MS1F92HKY2,12
D5EG4YOBPP,14
LUN0NAIO1B,12
8WAYVKBPLW,12
COID909VIC,11
9O0JA3SZJT,12
5VN480KELS,13
Y6T2GJ4IPA,9
XKPBT5ZAWW,13
QS0HOTA1QI,10
304JS0Q31U,14
WQUIAYPYAL,8
S9QOWHF4G1,12
NPRKUIMK3R,9
TRXZ2ZZA6J,11
PJ535PJXQA,11
SA7TI0O6RJ,15
ATP9K6DYNC,15
NQI6XEE8QE,9
J2RJ7ON8BE,12
6HDUUZSBQ0,11
SJMXWOBH0O,7
3E8I4EB0F4,15
MMU2SLZ1DP,11
5L41PIP47N,15
G2GDEBI9R9,11
7CYQS7PA8N,14
ENEFT6PV2H,14
ZIGQL2HAI6,8
GCLHG1RR7X,11
J21AOW15IO,14
29S73LI383,12
RIJ1L1JDJ6,15
VBVIRF5PFH,11
GIIOSSMZRH,7
UBJHC7DTK1,12
VH1OPXXC5N,13
MQNTYITUWA,11
7Z0BNVD9FG,14
NWZZHCS4TZ,9
APIQ3VFLOI,10
V6FZUBDFOT,11
CQNF4P6I3K,10
ZGSIETP4HP,7
OGP28G2F1J,12
SELG2JZSQF,9
O7YZRGLPRY,10
WQXDBKE1QS,13
UNGPRLL38N,12
Y707S56LS2,11
DWAE0VUE42,13
FJEKKSDIB4,10
GEUM0F5ZSV,10
2TU9CYO5BS,13
0U1GM857BM,13
26PS1I2QV3,10
6VORPUA34X,11
PBXW1T7102,9
ZIUC9P1KMP,9
G2Q8SCVIFL,12
DXMUUW67YQ,14
CEFGIEQI3J,12
4K8CDXCPQW,12
OID3D5TOXI,13
XK9GCWA5EO,12
3VBYYW94P2,10
NV996U4EZE,10
MAE78OXIOE,12
YE49O75R9L,9
B5JFQJW420,13
VTZT210M9K,12
3PXRLSZ7RS,11
92MK67H4Y8,9
260W8A40WD,12
QGY3EGY0IW,12
7XS84D3QXJ,11
YM6N0IJHD0,12
UPMOHSTNXO,13
I87DC97A9O,9
L5HM2NSZ0B,16
KIAIIK4O7Z,10
GVHF03QI1D,12
DE8KFDMPTP,10
VWKINYLCXO,13
KL1G1Q1JEW,13
ZMQOBQ5QLW,11
BNVK279TIA,10
JRVNOUIQ27,11
JAS3NQWQS0,13
2AJVXO0G11,11
I45F93N01C,12
E6MLHQ0ZC0,14
3X8XJWVU1L,11
IVHNZHZXD7,15
Z9VYH7UNB1,12
9GJSY7BIYW,15
IXMC6NOM8O,13
YQME1MOSIJ,13
A5266YM98F,11
1SUQKLPE0L,14
PXURIRXJS0,12
AUP8DPJ2O8,9
5Z4L74C014,9
JM9QD4DA12,13
3TF3YVCNAC,10
6SOLBABLHJ,11
G3CTNO13P3,12
CG9VGN5HF3,9
3JJP7RE7K5,8
U2XQN088JY,13
SN2UX5BLK2,9
VQKGFXMHO2,11
PFXHQS0QDR,9
NNC66FNY8Q,12
RRLX2WPYY3,12
G64Z8AG767,9
2JEXFCC820,14
3ZX7JOJ433,13
7SBLYB9ZU3,12
57A63GCVCO,11
8BOOHSF2D3,12
X8KAE470OT,12
MXANRGY0L6,10
4915FFS8GI,11
Z1K4O6KA3L,12
BUJMICJ7CT,12
2IG1TC5SCQ,13
ALVQATX7C3,13
UTMM1A9F35,8
8XOC32ZU7U,11
W55N5Y7XD2,9
8BS7A9VQ34,13
T1IBC2J61V,13
GAYS0RQUVY,11
B1IH82QFTQ,10
H0RET0CO0B,11
LPU6X5IUUE,14
NDWPRIT6J0,11
D8G3EFDMDX,11
7MRST6KELK,13
MJZ96HD6OW,11
RESVQJC2SJ,12
2P6K4N7BWU,12
ICA872BPL3,13
XSEEZH895Q,12
D4M4884BD9,9
Y3POH253DL,12
E3S4C8ZQ0Y,16
O4ZTUUZU0C,14
8DT71OYVXD,8
0O0QVT6RBA,11
7VLNEA4CZ0,8
PSDTEF3J9V,12
H3ICKU98IF,13
MI5H78219R,10
DW31ZJ12NO,11
14MFD9V6CH,9
N56UX4GGCA,11
M9EX48R9OL,13
ZWFDGZP925,9
43AKV3G24N,14
VN8TE61VJ5,7
LB0COVXH29,11
A52IYTL39R,11
4JSWD3FQ2Z,8
1AZF8HCSJL,12
RWS58MEWU8,14
CCD0OAXGB5,12
MF6PADQX66,6
ICEZIR0I1K,10
M6EQ4XBMV1,12
Z394XUK9C3,14
TJ1951QLO4,13
7YQF7QJMAK,13
R2NATROPF4,13
BKCH93Q3K6,9
W0FBSL59F8,12
E65FSKKRJA,14
8OUV4BTF22,12
1K8Y3SPW3A,11
GJ2G82CTHH,9
7ZXL6M43DU,11
EEE27P8DCX,12
W1SXDF6TLT,7
CINFWKYLTS,11
YKTTJ9VV61,11
VE7GWCV73N,10
BQ01AZDWYI,11
D4A21BPIKZ,12
2N6MF6LU8R,15
4XZ54KDVLF,12
MU77NDF61E,9
3DV8RG7VWK,11
LHNP8AK7ZN,12
XD4NMY9MJS,13
ZZDTHOYS8S,13
UTIDESOMOL,12
OA6FST3JWG,10
BRP6AIM2WT,8
CO946ARJ7D,14
BGDEJ4CEGS,12
IDP3R1NVNP,14
ELKPV21GOC,15
EVE1YLIPDY,9
5R2F0CEWON,14
D5Y8REK3JB,9
UAKTLIE8AZ,12
IU45T8F6QF,14
2B3DV9L76C,15
HPW8GONJU0,12
LJ7AGLB394,14
NFVANUO8PQ,13
V6XA5W7CIF,13
XKN2E5KC84,10
