user_id,value
YN14CVZDO6,11
3Y5LYN5DN0,9
AVEH2HAAY6,12
UI6OA8YKI1,9
1TLT355XX0,10
35DEH7O90O,12
NUPLUNTZLZ,12
020KA2UHDS,12
CCOFI2SVIF,10
HRT0HC1N8S,12
2TUHY48IWR,15
J7WUHPM74B,11
ZQ59JE0R0J,8
I5E58DXCCX,10
7WNLKDLL8X,10
43T15UT4KP,11
IZNCECAMW3,15
0J2NCAZUFE,10
S4PJ3D4L8E,15
UGRIZ9FBW2,10
JL2UBRXQXJ,8
VIU38102GB,11
3OC6ZIZYXF,14
55V567BU7O,13
UHSWLY80LW,15
YLZ7IRT4DZ,8
6N3UEALGFZ,11
CSKY9K8H3K,10
R2UH5B0BFK,11
BH1BQNHESE,13
B5CJ7CRZXE,14
KWE2A9C8XT,10
VOSVO6HO4V,11
KJ2VZ3GN70,12
D19CPYKJAH,10
Z0RN0D2AC1,16
P0LF2WM8QV,14
PNIOYYGTGA,8
HAA68L4JK1,14
179SMCWBI1,14
FD4E50BYWK,9
PWKRG10XXL,8
YWSNS7MR52,13
P1HGZVZ9FK,12
5IEEYRHW39,8
356JGQDEAI,12
ZEYLPDGDWN,12
RH6PD7WFLX,12
LPV4P94SOE,10
RMQ0BAOWO5,10
7K9NHBXTMH,11
FHJEWU9GKD,12
3ZG2YEW4PR,11
W64G78R46J,13
JZWPRSMWAZ,9
OUJIRH0JYB,11
M5QA4PAASO,9
SX5IG4AP5N,13
1AVRULA71R,13
0ZOWYMWE7M,13
9T2XTCH534,8
E6VHYJMQ2B,15
0E8Z3A9IX1,12
WW6ZG2GVUB,14
DQYF9504WL,11
MAXWDG34GL,11
ET3SFL539D,14
BF0HTBG8SP,12
MH4U1VV82F,11
2YJQAPLJJB,15
B55IRT9AG6,12
JNOCK4ZBVU,13
F5K02FMNS7,12
9KI6KLJQ1C,14
O3UOA89U7R,11
BW9PI8GVQO,11
5THPLDIHW8,12
6PXBMGD3N0,11
ASKCG3SM7Q,9
OSSF8Z71FS,9
ME5X8QQ0FX,10
PJYUOVLBYG,11
HKFV0DKJ5N,11
5VO59Y1R69,10
UZ1LQ0EDZJ,9
LCFE2DUI9C,12
40HXLPC5TU,12
W2GF00UGPY,11
ZZH0HIETYE,11
9R5WUMLA3K,14
88GTZKS6LF,11
NV8T4PCXAZ,10
6RAEQ02EQ4,14
C9GA21A71S,10
F3ZDH11BX5,11
6J1PPMT3XR,10
2NSMQE8PBY,3
KXM50L62QV,12
257SPKROGY,11
9LAUAARTXQ,9
829VK3BEUH,14
D3CHKPUQUE,13
8HA6KN2436,13
TJTX5V49EP,11
19DOJ0TOPT,12
N8W47XA2WN,13
EN7NESTKJR,10
A78HTO0MJH,13
H9F9ZEEEG9,10
HKQ099ZKUW,13
OVVT1VK3U3,11
E6U1FITPCV,11
XXVNZWTMKK,11
PUVJ3T9OSN,11
3RM0Z5IIT2,7
1ZUFHW12EH,12
GTMHB85VCE,9
P4WPULLUWF,12
E6TN1QTZIN,11
HMQYZYGJQ3,12
DMMWOLBOQ0,11
TIYINYG30P,10
WLLKFMS1QU,11
AEG3TWN0SC,12
D2HYSU8CXM,15
KQH9810AGH,9
XGFT4K6PHG,14
58ZWI7X69P,11
1F71S7717R,14
323HD57GYJ,9
CBHZSGINSY,11
VQLKY7HCRO,12
PKG35CKYQN,15
M39K4W4STP,14
DT5DLHWJEM,13
LQEGMJYN4V,12
P9CS99FWCY,14
VWFJ617UCE,11
21MGPHPEIS,12
GUIEYMJFPX,14
JF5FGH2ITS,7
