user_id,value
3BGJXL6XQ1,13
756OX9DW67,11
0QNY15ZH6T,11
F1KT9ILLBQ,13
PQ6V83T1SE,9
IBSDI8NI85,13
C1MQJE0KYB,15
SST6WJZRTT,9
82XPOVIKBM,16
E9U4CLLGDT,8
5YDILNW2OE,13
8ZFU90N96Y,8
MQCJ4ZTZOE,13
3JH7UV45HM,14
O6OLEECTJQ,12
WBGC68TTYF,14
5XJJ2OF8E4,8
9PTK1WFX62,12
WHO8P4O011,13
T2L8L8JYRZ,10
ZZI6WHHYM6,11
09YG3UTDZJ,12
3UXMO99U5Y,11
GMBA5D9C1B,11
2QH1L9YCLA,11
3P4LAXLXDC,14
TV5WYHJIMY,14
KFTOJPURBU,11
XN54ZD8PS4,13
QT7ZLICK4A,8
DBZACW71PQ,11
N1FO1502H6,13
6HCA1FKVR9,11
J1URAP3TKU,15
BU2C0EFKKG,13
R4PXITSYW0,11
6ZWW3QHOAD,13
FND05AWT40,9
MXWXAKPXC9,12
DG7T7AJLH5,14
ZH7VTKCR0Q,10
CXYS4PYPIJ,13
2SCLEYHGEC,13
VE7PWZKQJ3,9
GBCMEHOYIV,11
DQ25Y5YC9N,12
LQXSEEL4IU,12
797PT9U85U,10
7LO4KRPRVC,11
HZSUNQS8C9,14
TKSR0NLDUW,12
9C5LQ68YMJ,13
TWFZGJGXW3,11
MAUQO907FG,17
CI08KXCJ14,14
R7W51T798B,10
JMD53A8X2C,12
I31UJPCMJ0,11
DLBDBIYXF3,12
LRFBY5RZ65,11
VHCT23OFL4,13
XDV29J41JD,14
QVOXZW1U2A,9
FFRV6KEFTE,11
FBFCDTV39N,13
30JINOGFX9,11
P7Z4WGNGXA,10
Z8IS87TYOJ,13
YP1NVMJMF4,11
KCOS8ZLWBU,11
FDDFAFFTHB,13
WHEC51IYY9,9
J4BO5FXYIV,10
N0GKUCLH6F,12
PJZAOVQY2I,13
VZ6ZFB38L9,10
8UQJEFRYJN,9
FNE8D1GHZZ,10
R225V279P7,13
TD5EWT9GTG,12
ZW323DQ0IW,11
GNGJL03RXT,11
NL0BIGT63F,13
RKS7DVH7R4,10
W8XQAW771B,11
9HJ0R97VXU,10
YY7FPJ67UX,11
C8J0YYJREM,12
3RQ8Q1WD34,15
QZZVWYWDHN,12
QH716KBIJ9,11
M2NY31OWEU,13
NZIM1EUODO,9
A8KNHJO6O5,9
QT1DIPDI66,10
90MVRDCYSR,7
R1781FMXFR,11
SCLR8YCQHL,11
CSXN9POBKF,11
HFZYYG4T0I,7
S6A8E2DNK9,14
Z1QTR8H4R2,11
49OI2IOXUL,11
ZDQEO849NT,11
Y0D8CQS4DX,8
LU0EMB8XDP,10
PPY85KKYU7,10
1HEIRTWVY0,12
4H4NELL954,12
YZDFMYAEUN,11
IV9Y5ORQVA,9
2XME10E80S,13
YKKPQU70H0,11
CUVRV233CH,7
FLR9E0N09U,8
RFLI92VFDY,13
I8Z9CJWL4H,14
OP7D6DRKYW,11
2TE5LVYNY0,8
DISX3AICYB,13
854F9XP77F,13
EEQFYN0RRI,10
ZVW5RNHQ8S,10
TY7PZDAL6B,16
HZY1NAASWO,11
NIMGOTFN2E,10
YIESZ8STEX,13
KMSL8QX03K,9
AKVW5K7JP1,12
6IUY62P5AR,11
5XLJMS9KH0,10
Z7EQLGNL77,9
W6547IUUP7,7
TCMYVUGRP4,11
49FDZARMM3,13
U6Q5DFJHA9,9
4FK4GJXMZI,17
UVRTDHNXIU,11
Z4TNAPGRXM,11
8DSZ8M6T5T,9
CAUXHDBCLR,14
8HSQA0QR81,12
6Y0D83B890,11
NL0TY746TO,7
26S974VBBG,11
VQIADXUF78,9
MFSC69YPKP,11
DQR7XKN814,12
1P42H2D5GB,14
U8074QZ2RX,9
OBTVAYGJG0,13
OXTE6FPN0R,14
TWRHI05RFD,7
FLXPO7ZQJN,10
7T4FZE49WY,13
OAXR55AT12,13
C5S23JVS9F,11
TGH8WXY381,15
LA2O3X9358,11
3OH51JUJU5,10
T05Q5C1KKW,14
4GAFQDOYQ0,11
G2LHZUX8LJ,15
XWHINWIV4P,12
D7JH50H9UA,14
FAR9J9FFHH,12
YCN5HW1FDD,11
DP0VNOWCYE,16
CA1IV5QRGI,8
EU8PQJ4MJX,13
Z9AWH5NFKC,12
QU1TWEQF8R,9
PUY7SNA972,10
YPLPUFEIWO,11
684EHSGI5J,11
Y3UB60SL8A,12
1AHYS8WWZQ,10
R389SZ1099,12
F31OI11RE5,16
D1J2B3C2R0,13
ZZDKT0BIND,9
ZEV9B1CLPL,12
Z1FZQFGUG2,12
83P8VQ6NW6,11
6JUOSNMMGK,11
L34Z1V45S1,9
R51C5ZZAX2,13
B96LI04IU5,12
N79MNYNS9G,12
CQWY4YZNEQ,11
OVT07LGVDN,11
39KE3AS4BO,11
WCE1SS6H32,13
C5E32W9X83,8
VNWY3YCJD1,11
S1G33PKAL1,12
HD23JV9QHC,8
RS2GY4O42Z,11
A64O6DYHVT,12
X6ZVQ6JNTY,10
UZZHEU9QLY,9
D34JYF31TR,13
XRHK2TROQ6,10
6MCWQMXVQ1,9
KCMK480OZ3,9
34RHC9KE8H,11
2LCQUJ6NQT,10
4FMZOV3TBH,12
61GRP7QW7Q,12
KQ3RV7F5PD,11
AE28K4K97I,12
BNWO7YILPZ,12
TKHV80MSB9,10
KHCNWDAVCB,9
0QVC66MXHR,15
O8QRBQTVTF,13
9BBXBUWGHF,9
374LNPK6ZE,10
RAMVCCA2VH,11
ZB37J2UXIJ,14
GHYIAH7F56,16
IX28MYYP55,11
V0IL6BRY4U,12
0SYCS9FZ5Z,15
VJ53CDKN2E,15
V1RIS6V9VT,11
1BNOQI5623,8
57PT5G96RU,11
AWUPP6R6BS,12
LI4NLGS7CC,9
RCJPJZI1SN,12
UX20L4JB2I,14
UAYMDQ6FN2,11
1AQMCMYCNB,16
6UNBEJQGP2,9
YTNGBC0A2A,10
TWAJKOVZ49,9
4PUTBUOD2I,10
H0N86C9T6E,12
CZ78QJGWM1,14
H1FFQ448RP,14
84BQ7VWUXD,11
T0H4FJ21SJ,10
YLCSTK0CO0,10
3PIJ921DP2,9
SDMTTQPUHP,13
KO96PPDH8C,12
KE7U5M8JZ0,10
7RH0FO5VQB,10
FTQ2SNIXO7,11
92EEZVGF09,14
63O1NYNHL1,8
YS7QK28M74,11
19FF19LO3J,11
XPXIAFWNNM,10
AY87ALHDJ9,15
04A8K74CM4,8
V0E79N4FMB,11
62RS5F6LY5,14
10YQHUNOFS,14
8GLY4LQUHW,11
7EVOUVSXLJ,12
RP4DGR15YL,14
EIDCGDLR1V,13
AL95517VQL,11
FHD4RXU15L,12
YY9SNZAV8H,10
MNDNPTAZBM,8
YM98FSGLH3,8
Q339SW7R15,11
UA2EKW4XIQ,15
WPM5LRMHM7,9
9LESUIA7X3,14
A7TOJOVOTH,14
DUP2YKX1CS,10
FL1GIYV1TR,13
R49HE7K0P3,13
AHBTWJKPPA,12
SQKO4HAKDU,15
XVVYKPI96N,11
ZBHE0WGOV6,12
3M3V4XI97H,12
ELKCWI7SZ0,8
G91BK6IPET,13
R7KT510O10,11
MZL3LWJSBU,10
PNX7GW07BB,9
ZH9AC4G1XI,5
U6CI19SFIR,13
PF39NV4ZGE,10
FR88Z7OIM1,14
LU0P8C9O41,10
A0SPSK9VHV,13
UA69I87I17,10
GY5G1FZHMO,11
G9KUSJ8SJM,12
DBJLIRIN87,11
FK2WMT6AYG,13
CB9OY1K2VR,12
RQ95FNX1UW,11
